school,failures,higher,Dalc,absences,alcStudyTime,WalcAbsence,parentsEdu,G1,G2,G3,GN1,GN2,GN3,PF1,PF2,PF3
0,0,0,0,0.0625,0.334168755,0.280701754,0.510309278,0.85,0.9,0.85,1,1,1,1,1,1
0,0,0,0,0,0.334168755,0.249373434,0.465206186,0.5,0.55,0.55,0.5,0.5,0.5,1,1,1
0,0,0,0.75,0.0625,0.708228906,0.530075188,0.472293814,0.45,0.5,0.55,0,0.5,0.5,0,1,1
0,0,0,0,0,0.167084378,0.124686717,0.465206186,0.75,0.75,0.8,1,1,1,1,1,1
0,0,0,0,0,0.334168755,0.124686717,0.465206186,0.7,0.6,0.6,0.5,0.5,0.5,1,1,1
0,0,0,0,0,0.334168755,0,0.045103093,0.6,0.65,0.65,0.5,0.5,0.5,1,1,1
0,0,0,0,0,0.334168755,0.249373434,0.367912371,0.65,0.65,0.65,0.5,0.5,0.5,1,1,1
0,0,0,0.25,0,0.458855472,0.37406015,0.152706186,0.65,0.65,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0,0.0625,0.334168755,0.031328321,0.795103093,0.45,0.45,0.45,0,0,0,0,0,0
0,0,0,0,0,0.167084378,0.249373434,0.277706186,0.6,0.6,0.6,0.5,0.5,0.5,1,1,1
0,0,0,1,0,0.832915622,0.498746867,0.677190722,0.8,0.8,0.8,1,1,1,1,1,1
0,0,0,0,0.125,0.501253133,0.062656642,0.795103093,0.45,0.5,0.5,0,0.5,0.5,0,1,1
0,0,0,0,0,0.334168755,0.124686717,0.840206186,0.7,0.65,0.65,0.5,0.5,0.5,1,1,1
0,0.25,0,0,0.5625,0.334168755,0.281954887,0.465206186,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1
0,0.25,0,0,0.5,0.334168755,0.250626566,0.75,0.45,0.4,0.5,0,0,0.5,0,0,1
0,0.25,1,0,0.4375,0.501253133,0.219298246,0.375,0.4,0.35,0.35,0,0,0,0,0,0
0,0.25,1,0.25,0.8125,0.62593985,0.531954887,0.107603093,0.35,0.4,0.4,0,0,0,0,0,0
0,0,0,0,0.1875,0.501253133,0.218671679,0.75,0.5,0.4,0.45,0.5,0,0,1,0,0
0,0,0,0,0.125,0.334168755,0.062656642,0.420103093,0.7,0.7,0.75,0.5,0.5,1,1,1,1
0,0,0,0,0.3125,0.167084378,0.281328321,0.607603093,0.55,0.5,0.5,0.5,0.5,0.5,1,1,1
0,0,1,0,0.125,0.501253133,0.187343358,0.930412371,0.6,0.55,0.55,0.5,0.5,0.5,1,1,1
0,0,0,0,0.0625,0.334168755,0.031328321,0.375,0.65,0.65,0.65,0.5,0.5,0.5,1,1,1
0,0.25,0,0,0.4375,0.501253133,0.219298246,0.885309278,0.45,0.45,0.4,0,0,0,0,0,0
0,0,1,0.5,0.5,0.583542189,0.749373434,0.357603093,0.4,0.35,0.4,0,0,0,0,0,0
0,0.25,1,0,0.25,0.501253133,0.125313283,0.045103093,0.55,0.45,0.5,0.5,0,0.5,1,0,1
0,0,0,0,0.125,0.167084378,0.312030075,0.840206186,0.75,0.7,0.75,1,0.5,1,1,1,1
0,0,0,0,0.125,0.334168755,0.062656642,0.607603093,0.75,0.7,0.7,1,0.5,0.5,1,1,1
0,0,0,0,0.25,0.334168755,0.499373434,0.930412371,0.75,0.75,0.75,1,1,1,1,1,1
0,0,0,0.25,0,0.458855472,0.249373434,0.670103093,0.6,0.6,0.6,0.5,0.5,0.5,1,1,1
0,0,0,0,0.21875,0.501253133,0.109649123,0.555412371,0.7,0.7,0.75,0.5,0.5,1,1,1,1
0,0,0,0,0.125,0.501253133,0.187343358,0.795103093,0.7,0.75,0.75,0.5,1,1,1,1,1
0,0,0,0,0.0625,0.334168755,0.405388471,0.75,0.55,0.55,0.6,0.5,0.5,0.5,1,1,1
0,0,0,0,0.0625,0.167084378,0.031328321,0.090206186,0.65,0.7,0.75,0.5,0.5,1,1,1,1
0,0,0,0.25,0.3125,0.291771094,0.406015038,0.8125,0.55,0.55,0.55,0.5,0.5,0.5,1,1,1
0,0,0,0,0.3125,0.334168755,0.156641604,0.607603093,0.5,0.45,0.5,0.5,0,0.5,1,0,1
0,0,0,0,0.3125,0.167084378,0.156641604,0.510309278,0.6,0.5,0.55,0.5,0.5,0.5,1,1,1
0,0,0,0,0.21875,0.501253133,0.109649123,0.652706186,0.75,0.8,0.8,1,1,1,1,1,1
0,0,0,0,0.125,0.334168755,0.187343358,0.885309278,0.55,0.5,0.55,0.5,0.5,0.5,1,1,1
0,0,0,0,0.0625,0.501253133,0.031328321,0.232603093,0.45,0.6,0.65,0,0.5,0.5,0,1,1
0,0.75,1,1,0.375,1,0.686716792,0.25,0.35,0.4,0.25,0,0,0,0,0,0
0,0,0,0,0.25,0.334168755,0.374686717,0.840206186,0.5,0.45,0.5,0.5,0,0.5,1,0,1
0,0,0,0.25,0,0.62593985,0.37406015,0.8125,0.55,0.6,0.55,0.5,0.5,0.5,1,1,1
0,0,1,0.25,0.25,0.62593985,0.499373434,0.947809278,0.35,0.4,0.35,0,0,0,0,0,0
0,0.25,0,0,0.125,0.334168755,0.312030075,0.277706186,0.45,0.55,0.5,0,0.5,0.5,0,1,1
0,0.5,1,0.25,0.125,0.62593985,0.561403509,0.947809278,0.35,0.4,0.3,0,0,0,0,0,0
0,0,0,0,0.0625,0.501253133,0.280701754,0.420103093,0.7,0.65,0.6,0.5,0.5,0.5,1,1,1
0,0,0,0.25,0,0.62593985,0.37406015,0.8125,0.6,0.6,0.65,0.5,0.5,0.5,1,1,1
0,0.25,0,0,0,0.501253133,0.124686717,0.885309278,0.45,0.5,0.5,0,0.5,0.5,0,1,1
0,0,0,0,0.0625,0.334168755,0.280701754,0.885309278,0.6,0.6,0.65,0.5,0.5,0.5,1,1,1
0,0,0,0,0.0625,0,0.031328321,0.652706186,0.7,0.75,0.85,0.5,1,1,1,1,1
0,0,0,0,0,0.334168755,0,0.840206186,0.5,0.5,0.55,0.5,0.5,0.5,1,1,1
0,0.25,1,0.75,0.125,0.708228906,0.436716792,0.982603093,0.55,0.5,0.55,0.5,0.5,0.5,1,1,1
0,0,0,0,0.0625,0.167084378,0.280701754,0.885309278,0.55,0.6,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0.25,0.125,0.291771094,0.312030075,0.482603093,0.55,0.6,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0,0.125,0.334168755,0.062656642,0.840206186,0.55,0.55,0.65,0.5,0.5,0.5,1,1,1
0,0,0,0,0.125,0.334168755,0.062656642,0,0.55,0.65,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0,0.0625,0.334168755,0.156015038,0.697809278,0.8,0.8,0.8,1,1,1,1,1,1
0,0,1,0,0,0.501253133,0,0.607603093,0.45,0.5,0.5,0,0.5,0.5,0,1,1
0,0,0,0,0.0625,0,0.031328321,0.1875,0.5,0.55,0.6,0.5,0.5,0.5,1,1,1
0,0,1,0,0.25,0.334168755,0.25,0.277706186,0.5,0.6,0.6,0.5,0.5,0.5,1,1,1
0,0,0,0,0.0625,0.334168755,0.280701754,0.232603093,0.75,0.75,0.75,1,1,1,1,1,1
0,0,0,0,0.0625,0.334168755,0.031328321,0.420103093,0.5,0.5,0.55,0.5,0.5,0.5,1,1,1
0,0,0,0,0.0625,0.167084378,0.031328321,0.420103093,0.5,0.55,0.6,0.5,0.5,0.5,1,1,1
0,0,0,0,0.0625,0.167084378,0.031328321,0.652706186,0.75,0.6,0.65,1,0.5,0.5,1,1,1
0,0,0,0,0,0.167084378,0,0.465206186,0.55,0.6,0.65,0.5,0.5,0.5,1,1,1
0,0,1,0.25,0.25,0.62593985,0.374686717,0.715206186,0.4,0.4,0.45,0,0,0,0,0,0
0,0,0,0.5,0.1875,0.583542189,0.468045113,0.215206186,0.75,0.8,0.8,1,1,1,1,1,1
0,0,0,0.5,0,0.583542189,0.37406015,0.920103093,0.55,0.55,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0.25,0.25,0.458855472,0.25,0.715206186,0.5,0.55,0.6,0.5,0.5,0.5,1,1,1
0,0,0,0,0.125,0.334168755,0.312030075,0.930412371,0.5,0.6,0.7,0.5,0.5,0.5,1,1,1
0,0,1,0,0.375,0.334168755,0.312656642,0.555412371,0.4,0.45,0.5,0,0,0.5,0,0,1
0,0,0,0.5,0.5,0.583542189,0.5,0.965206186,0.55,0.6,0.6,0.5,0.5,0.5,1,1,1
0,0,0,0,0.3125,0,0.406015038,0.367912371,0.8,0.8,0.8,1,1,1,1,1,1
0,0,0,0,0.0625,0.334168755,0.031328321,0.465206186,0.65,0.65,0.65,0.5,0.5,0.5,1,1,1
0,0,0,0.25,0.0625,0.458855472,0.156015038,0.0625,0.8,0.85,0.9,1,1,1,1,1,1
0,0,0,0,0.25,0.334168755,0.25,0.180412371,0.7,0.7,0.75,0.5,0.5,1,1,1,1
0,0,0,0,0.1875,0.334168755,0.093984962,0.090206186,0.75,0.8,0.8,1,1,1,1,1,1
0,0,0,0.25,0.1875,0.458855472,0.343358396,0.902706186,0.6,0.6,0.6,0.5,0.5,0.5,1,1,1
0,0,1,0,0.46875,0.334168755,0.234962406,0.75,0.6,0.45,0.5,0.5,0,0.5,1,0,1
0,0,0,0,0.1875,0.501253133,0.468045113,0.510309278,0.55,0.6,0.6,0.5,0.5,0.5,1,1,1
0,0.25,0,0,0.0625,0.334168755,0.031328321,0.697809278,0.7,0.6,0.65,0.5,0.5,0.5,1,1,1
0,0,0,0,0.25,0.167084378,0.125313283,0.090206186,0.65,0.75,0.75,0.5,1,1,1,1,1
0,0.25,1,0.75,0,0.708228906,0.249373434,0.517396907,0.45,0.4,0.5,0,0,0.5,0,0,1
0,0,0,0,0,0.501253133,0.124686717,0.090206186,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1
0,0,1,0.25,0.3125,0.62593985,0.530701754,0.715206186,0.5,0.5,0.55,0.5,0.5,0.5,1,1,1
0,0,0,0.25,0.6875,0.62593985,0.718671679,0.902706186,0.55,0.55,0.5,0.5,0.5,0.5,1,1,1
0,0,0,0.5,0.5625,0.750626566,0.656015038,0.545103093,0.65,0.65,0.65,0.5,0.5,0.5,1,1,1
0,0,0,0,0.0625,0,0.031328321,0.420103093,0.85,0.85,0.9,1,1,1,1,1,1
0,0,0,0,0,0.334168755,0,0.697809278,0.6,0.65,0.65,0.5,0.5,0.5,1,1,1
0,0,0,0,0.375,0.334168755,0.312656642,0.930412371,0.6,0.6,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0,0.3125,0.334168755,0.156641604,0.75,0.6,0.65,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0,0,0.334168755,0.124686717,0.652706186,0.6,0.6,0.6,0.5,0.5,0.5,1,1,1
0,0,0,0,0,0.167084378,0.124686717,0.277706186,0.9,0.9,0.9,1,1,1,1,1,1
0,0,0,0,0,0.167084378,0,0.465206186,0.65,0.65,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0,0,0.167084378,0.249373434,0.322809278,0.7,0.75,0.75,0.5,1,1,1,1,1
0,0,0,0,0,0.334168755,0,0.277706186,0.85,0.85,0.85,1,1,1,1,1,1
0,0,0,0,0.0625,0.334168755,0.405388471,0.795103093,0.75,0.8,0.8,1,1,1,1,1,1
0,0,0,0,0,0.167084378,0.124686717,0.420103093,0.85,0.9,0.9,1,1,1,1,1,1
0,0,0,0,0,0,0,0.420103093,0.9,0.95,0.95,1,1,1,1,1,1
0,0,0,0,0,0.167084378,0,0.607603093,0.7,0.75,0.75,0.5,1,1,1,1,1
0,0,0,0,0,0.501253133,0.249373434,0.840206186,0.7,0.75,0.75,0.5,1,1,1,1,1
0,0,0,0.25,0.0625,0.458855472,0.280701754,0.340206186,0.7,0.65,0.65,0.5,0.5,0.5,1,1,1
0,0,0,0,0,0.334168755,0.124686717,0.367912371,0.65,0.7,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0,0,0,0,0.465206186,0.8,0.85,0.85,1,1,1,1,1,1
0,0,0,0.25,0,0.62593985,0.124686717,0.0625,0.9,0.9,0.85,1,1,1,1,1,1
0,0,0,0,0,0.334168755,0,0.697809278,0.7,0.75,0.75,0.5,1,1,1,1,1
0,0,0,0.25,0,0.62593985,0.124686717,0.767396907,0.6,0.65,0.65,0.5,0.5,0.5,1,1,1
0,0,0,0,0,0.167084378,0,0.885309278,0.35,0.35,0.4,0,0,0,0,0,0
0,0,0,0,0,0.167084378,0,0.465206186,0.8,0.8,0.8,1,1,1,1,1,1
0,0,0,0,0,0,0.124686717,0.795103093,0.9,0.9,0.9,1,1,1,1,1,1
0,0.25,0,0,0,0.167084378,0,0.75,0.45,0.5,0.55,0,0.5,0.5,0,1,1
0,0.5,0,0,0,0.501253133,0,0.840206186,0.7,0.75,0.75,0.5,1,1,1,1,1
0,0,0,0,0,0.334168755,0.124686717,0.840206186,0.5,0.5,0.55,0.5,0.5,0.5,1,1,1
0,0,0,0,0.0625,0.334168755,0.156015038,0.885309278,0.5,0.5,0.55,0.5,0.5,0.5,1,1,1
0,0,0,0,0.0625,0.334168755,0.156015038,0.090206186,0.6,0.6,0.75,0.5,0.5,1,1,1,1
0,0,0,0,0.0625,0.334168755,0.031328321,0.375,0.55,0.6,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0,0.0625,0.501253133,0.031328321,0.885309278,0.75,0.8,0.85,1,1,1,1,1,1
0,0,0,0,0.0625,0.167084378,0.031328321,0.885309278,0.7,0.75,0.85,0.5,1,1,1,1,1
0,0,0,0,0.25,0.501253133,0.499373434,0.135309278,0.6,0.6,0.75,0.5,0.5,1,1,1,1
0,0,0,0.25,0.0625,0.291771094,0.530075188,0.902706186,0.75,0.75,0.85,1,1,1,1,1,1
0,0,0,0,0.25,0.334168755,0.125313283,0.510309278,0.55,0.6,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0,0.28125,0.334168755,0.140977444,0.135309278,0.55,0.5,0.5,0.5,0.5,0.5,1,1,1
0,0,0,0.5,0,0.583542189,0.249373434,0.920103093,0.6,0.55,0.65,0.5,0.5,0.5,1,1,1
0,0,0,0,0.125,0.501253133,0.062656642,0.135309278,0.55,0.6,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0,0.0625,0.501253133,0.156015038,0.885309278,0.7,0.75,0.85,0.5,1,1,1,1,1
0,0,0,0,0.4375,0.334168755,0.343984962,0.795103093,0.75,0.7,0.85,1,0.5,1,1,1,1
0,0,0,0,0,0.334168755,0,0.840206186,0.6,0.6,0.65,0.5,0.5,0.5,1,1,1
0,0,0,0.25,0.0625,0.458855472,0.156015038,0.295103093,0.55,0.6,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0.5,0.0625,0.750626566,0.405388471,0.965206186,0.4,0.45,0.55,0,0,0.5,0,0,1
0,0,1,0.75,0.375,0.541144528,0.437343358,0.982603093,0.5,0.5,0.55,0.5,0.5,0.5,1,1,1
0,0.5,0,0,0.0625,0.334168755,0.031328321,0.697809278,0.4,0.4,0.45,0,0,0,0,0,0
0,0,0,0.25,0.0625,0.62593985,0.405388471,0.947809278,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1
0,0,0,0,0.125,0.334168755,0.062656642,0.420103093,0.7,0.65,0.65,0.5,0.5,0.5,1,1,1
0,0,0,0.25,0,0.291771094,0.124686717,0.4375,0.55,0.55,0.5,0.5,0.5,0.5,1,1,1
0,0,0,0.25,0,0.291771094,0.249373434,0.857603093,0.85,0.9,0.85,1,1,1,1,1,1
0,0,0,0.25,0,0.291771094,0.249373434,0.295103093,0.7,0.7,0.75,0.5,0.5,1,1,1,1
0,0,0,0,0,0.167084378,0.124686717,0.367912371,0.7,0.7,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0.25,0,0.291771094,0.124686717,0.482603093,0.65,0.7,0.65,0.5,0.5,0.5,1,1,1
0,0,0,0.5,0,0.750626566,0.498746867,0.965206186,0.85,0.9,0.85,1,1,1,1,1,1
0,0,0,1,0.0625,1,0.530075188,0.8125,0.55,0.5,0.5,0.5,0.5,0.5,1,1,1
0,0,0,0,0,0.167084378,0.249373434,0.697809278,0.65,0.6,0.65,0.5,0.5,0.5,1,1,1
0,0,0,0,0.125,0.167084378,0.187343358,0.652706186,0.75,0.7,0.75,1,0.5,1,1,1,1
0,0,0,0.25,0.0625,0.62593985,0.530075188,0.947809278,0.55,0.6,0.55,0.5,0.5,0.5,1,1,1
0,0,0,0.25,0,0.124686717,0.37406015,0.947809278,0.55,0.55,0.6,0.5,0.5,0.5,1,1,1
0,0,0,0.25,0,0.62593985,0.124686717,0.902706186,0.55,0.5,0.5,0.5,0.5,0.5,1,1,1
0,0,0,0,0.0625,0.334168755,0.031328321,0.367912371,0.5,0.45,0.5,0.5,0,0.5,1,0,1
0,0,0,0,0,0.167084378,0,0.840206186,0.75,0.75,0.75,1,1,1,1,1,1
0,0,0,0,0.1875,0.501253133,0.218671679,0.795103093,0.75,0.7,0.75,1,0.5,1,1,1,1
0,0,0,0,0.25,0.334168755,0.125313283,0.697809278,0.5,0.55,0.6,0.5,0.5,0.5,1,1,1
0,0,0,0,0,0.334168755,0,0.277706186,0.5,0.45,0.6,0.5,0,0.5,1,0,1
0,0,0,0,0.1875,0,0.093984962,0.697809278,0.7,0.65,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0,0.25,0.167084378,0.374686717,0.930412371,0.55,0.65,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0.25,0,0.458855472,0.249373434,0.25,0.6,0.65,0.75,0.5,0.5,1,1,1,1
0,0,0,0,0.125,0,0.062656642,0.090206186,0.7,0.7,0.75,0.5,0.5,1,1,1,1
0,0,0,0.25,0,0.458855472,0.249373434,0.295103093,0.7,0.7,0.8,0.5,0.5,1,1,1,1
0,0,0,0.25,0,0.458855472,0.124686717,0.295103093,0.6,0.6,0.65,0.5,0.5,0.5,1,1,1
0,0,0,0,0.1875,0.334168755,0.343358396,0.840206186,0.8,0.8,0.85,1,1,1,1,1,1
0,0,0,0,0.5625,0.334168755,0.406641604,0.5625,0.5,0.6,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0,0,0.167084378,0.124686717,0.465206186,0.55,0.6,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0.25,0.125,0.291771094,0.312030075,0.107603093,0.7,0.8,0.85,0.5,1,1,1,1,1
0,0,0,0,0.125,0.167084378,0.187343358,0.607603093,0.75,0.7,0.85,1,0.5,1,1,1,1
0,0,0,0.25,0,0.291771094,0.249373434,0.947809278,0.7,0.65,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0,0,0.167084378,0.249373434,0.652706186,0.55,0.6,0.65,0.5,0.5,0.5,1,1,1
0,0,0,0.25,0.3125,0.458855472,0.281328321,0.152706186,0.6,0.75,0.75,0.5,1,1,1,1,1
0,0,0,0.25,0.125,0.458855472,0.436716792,0.760309278,0.6,0.8,0.8,0.5,1,1,1,1,1
0,0.25,1,0.5,0.5,0.750626566,0.624686717,0.875,0.5,0.55,0.55,0.5,0.5,0.5,1,1,1
0,0.25,0,0,0.1875,0.501253133,0.093984962,0.420103093,0.5,0.65,0.65,0.5,0.5,0.5,1,1,1
0,0.5,0,0,0,0.167084378,0,0.795103093,0.45,0.6,0.6,0,0.5,0.5,0,1,1
0,0,1,0,0.34375,0.334168755,0.421679198,0.510309278,0.45,0.55,0.6,0,0.5,0.5,0,1,1
0,0,0,0,0.28125,0.334168755,0.515037594,0.367912371,0.65,0.7,0.75,0.5,0.5,1,1,1,1
0,0,0,0,0,0.334168755,0.249373434,0.697809278,0.65,0.85,0.85,0.5,1,1,1,1,1
0,0,0,0,0.0625,0.167084378,0.156015038,0.607603093,0.6,0.75,0.75,0.5,1,1,1,1,1
0,0,0,0,0,0.334168755,0,0.420103093,0.7,0.85,0.85,0.5,1,1,1,1,1
0,0.5,1,1,0.65625,0.832915622,0.453634085,0.722293814,0.45,0.5,0.5,0,0.5,0.5,0,1,1
0,0,0,0,0.25,0.167084378,0.374686717,0.420103093,0.55,0.75,0.75,0.5,1,1,1,1,1
0,0.25,0,0.75,0.15625,0.875313283,0.452380952,0.982603093,0.45,0.5,0.55,0,0.5,0.5,0,1,1
0,0,0,0,0.3125,0.334168755,0.281328321,0.885309278,0.8,0.9,0.9,1,1,1,1,1,1
0,0,0,0,0.15625,0.167084378,0.203007519,0.322809278,0.7,0.85,0.85,0.5,1,1,1,1,1
0,0,0,0.75,0.40625,0.875313283,0.702380952,0.704896907,0.65,0.7,0.7,0.5,0.5,0.5,1,1,1
0,0,0,0,0.3125,0.501253133,0.530701754,0.697809278,0.35,0.55,0.55,0,0.5,0.5,0,1,1
0,0,0,0,0.3125,0.334168755,0.406015038,0.697809278,0.7,0.85,0.85,0.5,1,1,1,1,1
0,0.25,0,0,0.15625,0.501253133,0.078320802,0.75,0.4,0.5,0.5,0,0.5,0.5,0,1,1
0,0,0,0,0.125,0.334168755,0.187343358,0.045103093,0.5,0.65,0.65,0.5,0.5,0.5,1,1,1
1,0,1,0,0.34375,0.501253133,0.421679198,0.840206186,0.5,0.55,0.55,0.5,0.5,0.5,1,1,1
1,0,0,0,0,0.334168755,0,0.885309278,0.6,0.6,0.6,0.5,0.5,0.5,1,1,1
1,0.25,0,0,0.1875,0.501253133,0.093984962,0.277706186,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1
1,0,0,0.25,0.125,0.62593985,0.312030075,0.902706186,0.5,0.5,0.55,0.5,0.5,0.5,1,1,1
1,0,0,0,0,0.334168755,0.124686717,0.795103093,0.8,0.85,0.85,1,1,1,1,1,1
1,0,1,0,0,0.501253133,0,0.135309278,0.3,0.4,0.45,0,0,0,0,0,0
1,0,0,0,0.15625,0.334168755,0.327694236,0.232603093,0.5,0.55,0.55,0.5,0.5,0.5,1,1,1
1,0,0,0,0,0.167084378,0,0.840206186,0.5,0.55,0.55,0.5,0.5,0.5,1,1,1
1,0.25,0,0,0,0.334168755,0.124686717,0.885309278,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1
1,0.25,1,0.25,0,0.62593985,0.124686717,0.902706186,0.3,0.3,0.35,0,0,0,0,0,0
1,0,0,0.5,0,0.750626566,0.498746867,0.784793814,0.65,0.7,0.7,0.5,0.5,0.5,1,1,1
1,0,1,0,0.125,0,0.062656642,0,0.5,0.45,0.55,0.5,0,0.5,1,0,1
1,0,0,0,0,0.334168755,0.124686717,0.652706186,0.5,0.5,0.5,0.5,0.5,0.5,1,1,1
1,0.25,0,0,0.125,0.501253133,0.187343358,0.277706186,0.3,0.35,0.4,0,0,0,0,0,0
1,0,0,0,0,0.501253133,0.124686717,0.277706186,0.6,0.55,0.6,0.5,0.5,0.5,1,1,1
1,0,0,0,0.0625,0.501253133,0.280701754,0.555412371,0.5,0.55,0.6,0.5,0.5,0.5,1,1,1
1,0,0,0,0,0.501253133,0,0.652706186,0.7,0.8,0.8,0.5,1,1,1,1,1
1,0,0,0.75,0,0.708228906,0.498746867,0.607603093,0.35,0,0,0,0,0,0,0,0
1,0,0,0.25,0.125,0.458855472,0.436716792,0.857603093,0.4,0.45,0.45,0,0,0,0,0,0
1,0,0,0,0,0.334168755,0.124686717,0.322809278,0.6,0.65,0.7,0.5,0.5,0.5,1,1,1
1,0,0,0,0.21875,0.334168755,0.23433584,0.322809278,0.35,0.45,0.4,0,0,0,0,0,0
1,0,0,0,0.125,0.334168755,0.187343358,0.930412371,0.45,0.5,0.55,0,0.5,0.5,0,1,1
1,0,0,0.25,0.25,0.458855472,0.499373434,0.760309278,0.35,0.45,0.45,0,0,0,0,0,0
1,0,0,0,0,0.334168755,0,0.840206186,0.55,0.55,0.55,0.5,0.5,0.5,1,1,1
1,0,1,1,0.25,1,0.62406015,0.625,0.4,0.5,0.45,0,0.5,0,0,1,0
1,0,0,0,0.1875,0.167084378,0.093984962,0.607603093,0.8,0.8,0.85,1,1,1,1,1,1
1,0,0,0,0.09375,0.501253133,0.046992481,0.045103093,0.55,0.65,0.65,0.5,0.5,0.5,1,1,1
1,0,0,0,0.0625,0.334168755,0.156015038,0.135309278,0.75,0.75,0.75,1,1,1,1,1,1
1,0,0,0,0,0.334168755,0,0.840206186,0.5,0.55,0.55,0.5,0.5,0.5,1,1,1
1,0,0,0,0.125,0.334168755,0.062656642,0.742912371,0.45,0.5,0.55,0,0.5,0.5,0,1,1
1,0.25,0,0,0,0.167084378,0.124686717,0.607603093,0.5,0.4,0.4,0.5,0,0,1,0,0
1,0.25,0,0,0.09375,0.167084378,0.171679198,0.607603093,0.45,0.4,0.4,0,0,0,0,0,0
1,0,0,0.5,0,0.583542189,0.249373434,0.267396907,0.45,0.5,0.45,0,0.5,0,0,1,0
1,0,0,0.25,0,0.458855472,0,0.295103093,0.65,0.7,0.75,0.5,0.5,1,1,1,1
1,0,0,1,0.125,1,0.561403509,0.625,0.5,0.55,0.55,0.5,0.5,0.5,1,1,1
1,0,0,0,0,0,0,0.045103093,0.65,0.5,0.65,0.5,0.5,0.5,1,1,1
1,0,0,0,0.0625,0.167084378,0.031328321,0.840206186,0.5,0.45,0.5,0.5,0,0.5,1,0,1
1,0,0,0,0.03125,0.334168755,0.01566416,0.277706186,0.55,0.5,0.55,0.5,0.5,0.5,1,1,1
1,0,0,0.75,0,0.875313283,0.249373434,0.284793814,0.65,0.6,0.7,0.5,0.5,0.5,1,1,1
1,0,0,0,0,0.334168755,0.124686717,0.1875,0.65,0.7,0.7,0.5,0.5,0.5,1,1,1
1,0,0,0.25,0.0625,0.291771094,0.156015038,0.857603093,0.7,0.55,0.6,0.5,0.5,0.5,1,1,1
1,0,0,0.5,0.1875,0.750626566,0.468045113,0.920103093,0.55,0.55,0.55,0.5,0.5,0.5,1,1,1
1,0.25,0,0.25,0.28125,0.458855472,0.390350877,0.902706186,0.45,0.4,0.4,0,0,0,0,0,0
1,0,0,0,0,0.501253133,0.249373434,0.652706186,0.5,0.45,0.55,0.5,0,0.5,1,0,1
1,0,0,0,0.03125,0.334168755,0.01566416,0.322809278,0.7,0.65,0.7,0.5,0.5,0.5,1,1,1
1,0,0,0,0.03125,0.501253133,0.140350877,0.652706186,0.65,0.6,0.65,0.5,0.5,0.5,1,1,1
1,0,0,0,0,0.334168755,0,0.375,0.65,0.6,0.65,0.5,0.5,0.5,1,1,1
1,0,0,0,0.125,0.334168755,0.062656642,0.135309278,0.65,0.6,0.6,0.5,0.5,0.5,1,1,1
1,0.25,0,0.25,0.0625,0.458855472,0.280701754,0.902706186,0.6,0.55,0.6,0.5,0.5,0.5,1,1,1
1,0,0,0,0,0.501253133,0,0.607603093,0.7,0.7,0.8,0.5,0.5,1,1,1,1
1,0,0,0.25,0.125,0.62593985,0.312030075,0.670103093,0.5,0.4,0.5,0.5,0,0.5,1,0,1
1,0,0,0.5,0.0625,0.750626566,0.530075188,0.545103093,0.5,0.55,0.55,0.5,0.5,0.5,1,1,1
1,0,0,0,0,0.167084378,0,0.607603093,0.6,0.65,0.7,0.5,0.5,0.5,1,1,1
1,0,0,0,0.0625,0.501253133,0.031328321,0.840206186,0.5,0.4,0.4,0.5,0,0,1,0,0
1,0,0,0.25,0.34375,0.62593985,0.546365915,0.482603093,0.6,0.5,0.55,0.5,0.5,0.5,1,1,1
1,0.75,0,0,0,0.334168755,0,0.090206186,0.35,0.35,0.4,0,0,0,0,0,0
1,0,1,0,0.125,0.501253133,0.062656642,0.840206186,0.45,0.45,0.5,0,0,0.5,0,0,1
1,0.25,1,0,0,0.501253133,0,0.322809278,0.45,0.45,0.5,0,0,0.5,0,0,1
1,0,1,0,0.0625,0.501253133,0.031328321,0.465206186,0.45,0.5,0.55,0,0.5,0.5,0,1,1
1,0,1,0,0,0.501253133,0.249373434,0.5625,0.45,0.5,0.45,0,0.5,0,0,1,0
